Active,Active(anon),Active(file),AnonHugePages,AnonPages,Bounce,Buffers,Cached,CommitLimit,Committed_AS,DirectMap1G,DirectMap2M,DirectMap4k,Dirty,HardwareCorrupted,HugePages_Free,HugePages_Rsvd,HugePages_Surp,HugePages_Total,Hugepagesize,Inactive,Inactive(anon),Inactive(file),KernelStack,Mapped,MemFree,MemTotal,Mlocked,NFS_Unstable,PageTables,SReclaimable,SUnreclaim,Shmem,Slab,SwapCached,SwapFree,SwapTotal,Unevictable,VmallocChunk,VmallocTotal,VmallocUsed,Writeback,WritebackTmp,time
86000096,60378948,25621148,0,60727128,0,1136708,64754060,163302556,266706732,262144000,6107136,138176,256,0,0,0,0,0,2048,40598496,333780,40264716,6448,40824,132394816,264108356,31368,0,540256,2733000,137912,184,2870912,14376,30411152,31248380,31368,34156673340,34359738367,692700,0,0,1430112612.240759
86005700,60384548,25621152,0,60732688,0,1136708,64754080,163302556,266706732,262144000,6107136,138176,116,0,0,0,0,0,2048,40598512,333780,40264732,6448,40824,132389112,264108356,31368,0,540256,2733000,137912,184,2870912,14376,30411152,31248380,31368,34156673340,34359738367,692700,0,0,1430112613.252196
86060072,60438920,25621152,0,60787148,0,1136708,64754080,163302556,266755888,262144000,6107136,138176,120,0,0,0,0,0,2048,40598512,333780,40264732,6448,40824,132335172,264108356,31368,0,540256,2733000,137912,184,2870912,14376,30411152,31248380,31368,34156673340,34359738367,692700,0,0,1430112614.266122
86074844,60453692,25621152,0,60801896,0,1136708,64754080,163302556,266788656,262144000,6107136,138176,120,0,0,0,0,0,2048,40598512,333780,40264732,6448,40824,132320616,264108356,31368,0,540364,2733000,137912,184,2870912,14376,30411152,31248380,31368,34156673340,34359738367,692700,0,0,1430112615.280118
86031736,60410584,25621152,0,60758368,0,1136708,64754080,163302556,266739500,262144000,6107136,138176,120,0,0,0,0,0,2048,40598512,333780,40264732,6448,40824,132363584,264108356,31368,0,540272,2733000,137912,184,2870912,14376,30411152,31248380,31368,34156673340,34359738367,692700,0,0,1430112616.294043
86037448,60416296,25621152,0,60764068,0,1136708,64754080,163302556,266739500,262144000,6107136,138176,116,0,0,0,0,0,2048,40598512,333780,40264732,6448,40824,132357880,264108356,31368,0,540272,2733000,137912,184,2870912,14376,30411152,31248380,31368,34156673340,34359738367,692700,0,0,1430112617.308018
86043440,60422288,25621152,0,60770664,0,1136708,64754080,163302556,266739500,262144000,6107136,138176,116,0,0,0,0,0,2048,40598512,333780,40264732,6448,40824,132351804,264108356,31368,0,540272,2733000,137912,184,2870912,14376,30411152,31248380,31368,34156673340,34359738367,692700,0,0,1430112618.321936
86049492,60428336,25621156,0,60776704,0,1136708,64754104,163302556,266739500,262144000,6107136,138176,144,0,0,0,0,0,2048,40598532,333780,40264752,6448,40824,132345976,264108356,31368,0,540272,2733000,137912,184,2870912,14376,30411152,31248380,31368,34156673340,34359738367,692700,0,0,1430112619.335837
86055652,60434496,25621156,0,60782880,0,1136708,64754104,163302556,266739500,262144000,6107136,138176,148,0,0,0,0,0,2048,40598532,333780,40264752,6448,40824,132339776,264108356,31368,0,540272,2733000,137912,184,2870912,14376,30411152,31248380,31368,34156673340,34359738367,692700,0,0,1430112620.34978
86061700,60440544,25621156,0,60788920,0,1136708,64754108,163302556,266739500,262144000,6107136,138176,156,0,0,0,0,0,2048,40598536,333780,40264756,6448,40824,132333580,264108356,31368,0,540272,2733000,137912,184,2870912,14376,30411152,31248380,31368,34156673340,34359738367,692700,0,0,1430112621.36372
86147496,60526340,25621156,0,60874888,0,1136708,64754108,163302556,266819316,262144000,6107136,138176,152,0,0,0,0,0,2048,40598536,333780,40264756,6448,40824,132248640,264108356,31368,0,540380,2733000,137912,184,2870912,14376,30411152,31248380,31368,34156673340,34359738367,692700,4,0,1430112622.37763
86312136,60690976,25621160,0,61039024,0,1136708,64754108,163302556,266966780,262144000,6107136,138176,152,0,0,0,0,0,2048,40598532,333780,40264752,6448,40824,132083348,264108356,31368,0,540620,2733000,137912,184,2870912,14376,30411152,31248380,31368,34156673340,34359738367,692700,0,0,1430112623.39151
86219768,60598608,25621160,0,60946660,0,1136708,64754108,163302556,266868472,262144000,6107136,138176,152,0,0,0,0,0,2048,40598532,333780,40264752,6448,40824,132175728,264108356,31368,0,540552,2733000,137912,184,2870912,14376,30411152,31248380,31368,34156673340,34359738367,692700,0,0,1430112624.405325
86176704,60555544,25621160,0,60903540,0,1136708,64754128,163302556,266819316,262144000,6107136,138176,172,0,0,0,0,0,2048,40598532,333780,40264752,6448,40824,132218384,264108356,31368,0,540456,2733000,137912,184,2870912,14376,30411152,31248380,31368,34156673340,34359738367,692700,0,0,1430112625.419153
86185132,60563968,25621164,0,60912500,0,1136708,64754128,163302556,266819316,262144000,6107136,138176,172,0,0,0,0,0,2048,40598548,333780,40264768,6448,40824,132211068,264108356,31368,0,540456,2733000,137912,184,2870912,14376,30411152,31248380,31368,34156673340,34359738367,692700,0,0,1430112626.432963
86193420,60572256,25621164,0,60920780,0,1136708,64754128,163302556,266819316,262144000,6107136,138176,136,0,0,0,0,0,2048,40598548,333780,40264768,6448,40824,132202888,264108356,31368,0,540456,2733000,137912,184,2870912,14376,30411152,31248380,31368,34156673340,34359738367,692700,0,0,1430112627.446854
86299816,60678652,25621164,0,61027240,0,1136708,64754128,163302556,266917628,262144000,6107136,138176,136,0,0,0,0,0,2048,40598548,333780,40264768,6448,40824,132096744,264108356,31368,0,540548,2733000,137912,184,2870912,14376,30411152,31248380,31368,34156673340,34359738367,692700,0,0,1430112628.460722
86210412,60589248,25621164,0,60937480,0,1136708,64754128,163302556,266819316,262144000,6107136,138176,132,0,0,0,0,0,2048,40598548,333780,40264768,6448,40824,132185280,264108356,31368,0,540644,2733000,137912,184,2870912,14376,30411152,31248380,31368,34156673340,34359738367,692700,0,0,1430112629.474635
86218676,60597512,25621164,0,60945980,0,1136708,64754128,163302556,266819316,262144000,6107136,138176,180,0,0,0,0,0,2048,40598548,333780,40264768,6448,40824,132177096,264108356,31368,0,540456,2733000,137912,184,2870912,14376,30411152,31248380,31368,34156673340,34359738367,692700,0,0,1430112630.488425
86226800,60605632,25621168,0,60954136,0,1136708,64754152,163302556,266819316,262144000,6107136,138176,204,0,0,0,0,0,2048,40598568,333780,40264788,6448,40824,132168540,264108356,31368,0,540456,2733000,137912,184,2870912,14376,30411152,31248380,31368,34156673340,34359738367,692700,0,0,1430112631.5023
86272956,60651788,25621168,0,61000432,0,1136708,64754152,163302556,266868472,262144000,6107136,138176,200,0,0,0,0,0,2048,40598568,333780,40264788,6448,40824,132122660,264108356,31368,0,540568,2733000,137912,184,2870912,14376,30411152,31248380,31368,34156673340,34359738367,692700,0,0,1430112632.516161
86281716,60660548,25621168,0,61008608,0,1136708,64754152,163302556,266868472,262144000,6107136,138176,164,0,0,0,0,0,2048,40598568,333780,40264788,6448,40824,132114104,264108356,31368,0,540576,2733000,137912,184,2870912,14376,30411152,31248380,31368,34156673340,34359738367,692700,0,0,1430112633.530107
86290064,60668892,25621172,0,61017620,0,1136708,64754156,163302556,266868472,262144000,6107136,138176,168,0,0,0,0,0,2048,40598564,333780,40264784,6448,40824,132105920,264108356,31368,0,540576,2733000,137912,184,2870912,14376,30411152,31248380,31368,34156673340,34359738367,692700,0,0,1430112634.544509
86294488,60673312,25621176,0,61021564,0,1136708,64754176,163302556,266868472,262144000,6107136,138176,188,0,0,0,0,0,2048,40598564,333780,40264784,6448,40824,132101332,264108356,31368,0,540576,2733000,137912,184,2870912,14376,30411152,31248380,31368,34156673340,34359738367,692700,0,0,1430112635.558467
86428704,60807528,25621176,0,61155568,0,1136708,64754176,163302556,267015936,262144000,6107136,138176,148,0,0,0,0,0,2048,40598564,333780,40264784,6448,40824,131967288,264108356,31368,0,540668,2733000,137912,184,2870912,14376,30411152,31248380,31368,34156673340,34359738367,692700,0,0,1430112636.572466
86299812,60678636,25621176,0,61026928,0,1136708,64754176,163302556,266868472,262144000,6107136,138176,148,0,0,0,0,0,2048,40598564,333780,40264784,6448,40824,132095752,264108356,31368,0,540572,2733000,137912,184,2870912,14376,30411152,31248380,31368,34156673340,34359738367,692700,0,0,1430112637.586414
86302904,60681728,25621176,0,61029620,0,1136708,64754176,163302556,266868472,262144000,6107136,138176,148,0,0,0,0,0,2048,40598564,333780,40264784,6448,40824,132092900,264108356,31368,0,540572,2733000,137912,184,2870912,14376,30411152,31248380,31368,34156673340,34359738367,692700,0,0,1430112638.600356
86305192,60684012,25621180,0,61032268,0,1136708,64754200,163302556,266868472,262144000,6107136,138176,172,0,0,0,0,0,2048,40598584,333780,40264804,6448,40824,132090420,264108356,31368,0,540572,2733004,137912,184,2870916,14376,30411152,31248380,31368,34156673340,34359738367,692700,0,0,1430112639.614373
86308172,60686992,25621180,0,61034884,0,1136708,64754200,163302556,266868472,262144000,6107136,138176,184,0,0,0,0,0,2048,40598584,333780,40264804,6448,40824,132087692,264108356,31368,0,540572,2733004,137912,184,2870916,14376,30411152,31248380,31368,34156673340,34359738367,692700,0,0,1430112640.628298
86327520,60706340,25621180,0,61054148,0,1136708,64754200,163302556,266934008,262144000,6107136,138176,188,0,0,0,0,0,2048,40598584,333780,40264804,6448,40824,132068224,264108356,31368,0,540592,2733004,137912,184,2870916,14376,30411152,31248380,31368,34156673340,34359738367,692700,0,0,1430112641.642286
86163352,60542172,25621180,0,60889940,0,1136708,64754200,163302556,266765984,262144000,6107136,138176,188,0,0,0,0,0,2048,40598584,333780,40264804,6448,40824,132232896,264108356,31368,0,540604,2733004,137912,184,2870916,14376,30411152,31248380,31368,34156673340,34359738367,692700,0,0,1430112642.65614
86178340,60557156,25621184,0,60905292,0,1136708,64754220,163302556,266815140,262144000,6107136,138176,144,0,0,0,0,0,2048,40598620,333780,40264840,6448,40824,132217768,264108356,31368,0,540604,2733004,137912,184,2870916,14376,30411152,31248380,31368,34156673340,34359738367,692700,0,0,1430112643.670043
86174784,60553600,25621184,0,60902232,0,1136708,64754220,163302556,266765984,262144000,6107136,138176,176,0,0,0,0,0,2048,40598620,333780,40264840,6448,40828,132220868,264108356,31368,0,540364,2733004,137912,184,2870916,14376,30411152,31248380,31368,34156673340,34359738367,692700,0,0,1430112644.683952
86180156,60558972,25621184,0,60907608,0,1136708,64754220,163302556,266765984,262144000,6107136,138176,176,0,0,0,0,0,2048,40598620,333780,40264840,6448,40828,132215412,264108356,31368,0,540276,2733004,137912,184,2870916,14376,30411152,31248380,31368,34156673340,34359738367,692700,0,0,1430112645.697932
86185756,60564572,25621184,0,60913176,0,1136708,64754220,163302556,266765984,262144000,6107136,138176,192,0,0,0,0,0,2048,40598620,333780,40264840,6448,40828,132209960,264108356,31368,0,540276,2733004,137912,184,2870916,14376,30411152,31248380,31368,34156673340,34359738367,692700,0,0,1430112646.711845
86191300,60570116,25621184,0,60918732,0,1136708,64754220,163302556,266765984,262144000,6107136,138176,200,0,0,0,0,0,2048,40598620,333780,40264840,6448,40828,132204424,264108356,31368,0,540276,2733004,137912,184,2870916,14376,30411152,31248380,31368,34156673340,34359738367,692700,0,0,1430112647.725756
86196900,60575716,25621184,0,60924304,0,1136708,64754224,163302556,266765984,262144000,6107136,138176,204,0,0,0,0,0,2048,40598624,333780,40264844,6448,40828,132198720,264108356,31368,0,540276,2733004,137912,184,2870916,14376,30411152,31248380,31368,34156673340,34359738367,692700,0,0,1430112648.739726
86200776,60579588,25621188,0,60928032,0,1136708,64754248,163302556,266765984,262144000,6107136,138176,228,0,0,0,0,0,2048,40598644,333780,40264864,6448,40828,132194628,264108356,31368,0,540276,2733004,137912,184,2870916,14376,30411152,31248380,31368,34156673340,34359738367,692700,0,0,1430112649.753776
86292664,60671472,25621192,0,61019384,0,1136708,64754248,163302556,266836044,262144000,6107136,138176,228,0,0,0,0,0,2048,40598640,333780,40264860,6448,40828,132102376,264108356,31368,0,540288,2733004,137912,184,2870916,14376,30411152,31248380,31368,34156673340,34359738367,692700,0,0,1430112650.768005
86293552,60672360,25621192,0,61020344,0,1136708,64754248,163302556,266836044,262144000,6107136,138176,228,0,0,0,0,0,2048,40598640,333780,40264860,6448,40828,132101760,264108356,31368,0,540544,2733004,137912,184,2870916,14376,30411152,31248380,31368,34156673340,34359738367,692700,0,0,1430112651.781946
86244192,60623000,25621192,0,60970956,0,1136708,64754248,163302556,266786888,262144000,6107136,138176,104,0,0,0,0,0,2048,40598640,333780,40264860,6448,40828,132150548,264108356,31368,0,540352,2733004,137912,184,2870916,14376,30411152,31248380,31368,34156673340,34359738367,692700,0,0,1430112652.795871
86362956,60741764,25621192,0,61089744,0,1136708,64754248,163302556,266934352,262144000,6107136,138176,92,0,0,0,0,0,2048,40598640,333780,40264860,6448,40828,132032004,264108356,31368,0,540352,2733004,137912,184,2870916,14376,30411152,31248380,31368,34156673340,34359738367,692700,0,0,1430112653.809712
86244192,60623000,25621192,0,60970956,0,1136708,64754248,163302556,266786888,262144000,6107136,138176,92,0,0,0,0,0,2048,40598640,333780,40264860,6448,40828,132150560,264108356,31368,0,540356,2733004,137912,184,2870916,14376,30411152,31248380,31368,34156673340,34359738367,692700,0,0,1430112654.823582
86244192,60623000,25621192,0,60970956,0,1136708,64754248,163302556,266786888,262144000,6107136,138176,92,0,0,0,0,0,2048,40598640,333780,40264860,6448,40828,132150560,264108356,31368,0,540356,2733004,137912,184,2870916,14376,30411152,31248380,31368,34156673340,34359738367,692700,0,0,1430112655.837476
86293076,60671884,25621192,0,61019880,0,1136708,64754248,163302556,266836044,262144000,6107136,138176,92,0,0,0,0,0,2048,40598640,333780,40264860,6448,40828,132101952,264108356,31368,0,540356,2733004,137912,184,2870916,14376,30411152,31248380,31368,34156673340,34359738367,692700,0,0,1430112656.851365
86342824,60721628,25621196,0,61069872,0,1136708,64754268,163302556,266885196,262144000,6107136,138176,120,0,0,0,0,0,2048,40598656,333780,40264876,6448,40828,132051732,264108356,31368,0,540540,2733004,137912,184,2870916,14376,30411152,31248380,31368,34156673340,34359738367,692700,0,0,1430112657.865287
86244200,60623000,25621200,0,60970956,0,1136708,64754268,163302556,266786888,262144000,6107136,138176,124,0,0,0,0,0,2048,40598652,333780,40264872,6448,40828,132150564,264108356,31368,0,540356,2733004,137912,184,2870916,14376,30411152,31248380,31368,34156673340,34359738367,692700,0,0,1430112658.879132
86415496,60794296,25621200,0,61142492,0,1136708,64754268,163302556,266967112,262144000,6107136,138176,124,0,0,0,0,0,2048,40598652,333780,40264872,6448,40828,131979444,264108356,31368,0,540356,2733004,137912,184,2870916,14376,30411152,31248380,31368,34156673340,34359738367,692700,0,0,1430112659.892988
86855132,61233932,25621200,0,61581616,0,1136708,64754268,163302556,267559296,262144000,6107136,138176,124,0,0,0,0,0,2048,40598652,333780,40264872,6448,40828,131538624,264108356,31368,0,541492,2733004,137912,184,2870916,14376,30411152,31248380,31368,34156673340,34359738367,692700,0,0,1430112660.906887
86708156,61086956,25621200,0,61435204,0,1136708,64754272,163302556,267125732,262144000,6107136,138176,128,0,0,0,0,0,2048,40598656,333780,40264876,6448,40828,131685316,264108356,31368,0,541552,2733004,137912,184,2870916,14376,30411152,31248380,31368,34156673340,34359738367,692700,0,0,1430112661.920751
87497128,61875928,25621200,0,62223640,0,1136708,64754272,163302556,267846064,262144000,6107136,138176,128,0,0,0,0,0,2048,40598656,333780,40264876,6448,40828,130895312,264108356,31368,0,542928,2733004,137912,184,2870916,14376,30411152,31248380,31368,34156673340,34359738367,692700,0,0,1430112662.934559
88188260,62567056,25621204,0,62914936,0,1136708,64754296,163302556,268521084,262144000,6107136,138176,144,0,0,0,0,0,2048,40598652,333780,40264872,6448,40828,130202900,264108356,31368,0,544356,2733004,137912,184,2870916,14376,30411152,31248380,31368,34156673340,34359738367,692700,0,0,1430112663.94839
88596576,62975368,25621208,0,63316296,0,1136708,64754296,163302556,269146548,262144000,6107136,138176,156,0,0,0,0,0,2048,40598672,333780,40264892,6448,40828,129791596,264108356,31368,0,545276,2733004,137912,184,2870916,14376,30411152,31248380,31368,34156673340,34359738367,692700,0,0,1430112664.962236
88592980,62971768,25621212,0,63319936,0,1136708,64754312,163302556,268915464,262144000,6107136,138176,180,0,0,0,0,0,2048,40598668,333780,40264888,6448,40828,129797424,264108356,31368,0,544524,2733004,137912,184,2870916,14376,30411152,31248380,31368,34156673340,34359738367,692700,0,0,1430112665.976062
88641732,63020520,25621212,0,63368544,0,1136708,64754312,163302556,268964620,262144000,6107136,138176,180,0,0,0,0,0,2048,40598668,333780,40264888,6448,40828,129748324,264108356,31368,0,544656,2733004,137912,184,2870916,14376,30411152,31248380,31368,34156673340,34359738367,692700,0,0,1430112666.990421
88691304,63070092,25621212,0,63418304,0,1136708,64754312,163302556,269013772,262144000,6107136,138176,132,0,0,0,0,0,2048,40598668,333780,40264888,6448,40828,129697600,264108356,31368,0,544748,2733004,137920,184,2870924,14376,30411152,31248380,31368,34156673340,34359738367,692700,0,0,1430112668.004381
88691208,63069996,25621212,0,63417928,0,1136708,64754312,163302556,269013772,262144000,6107136,138176,132,0,0,0,0,0,2048,40598668,333780,40264888,6448,40828,129697972,264108356,31368,0,544848,2733004,137920,184,2870924,14376,30411152,31248380,31368,34156673340,34359738367,692700,0,0,1430112669.018399
88691208,63069996,25621212,0,63417928,0,1136708,64754312,163302556,269013772,262144000,6107136,138176,140,0,0,0,0,0,2048,40598668,333780,40264888,6448,40828,129698100,264108356,31368,0,544848,2733004,137920,184,2870924,14376,30411152,31248380,31368,34156673340,34359738367,692700,0,0,1430112670.032349
88694444,63073228,25621216,0,63420952,0,1136708,64754336,163302556,269013772,262144000,6107136,138176,164,0,0,0,0,0,2048,40598688,333780,40264908,6448,40828,129695012,264108356,31368,0,544848,2733004,137920,184,2870924,14376,30411152,31248380,31368,34156673340,34359738367,692700,0,0,1430112671.046268
88686552,63065336,25621216,0,63413288,0,1136708,64754340,163302556,269013772,262144000,6107136,138176,156,0,0,0,0,0,2048,40598688,333780,40264908,6448,40828,129702948,264108356,31368,0,544864,2733004,137920,184,2870924,14376,30411152,31248380,31368,34156673340,34359738367,692700,0,0,1430112672.060158
88833836,63212620,25621216,0,63560896,0,1136708,64754340,163302556,269161236,262144000,6107136,138176,156,0,0,0,0,0,2048,40598688,333780,40264908,6448,40828,129556008,264108356,31368,0,544956,2733004,137920,184,2870924,14376,30411152,31248380,31368,34156673340,34359738367,692700,0,0,1430112673.074147
88686688,63065472,25621216,0,63413144,0,1136708,64754340,163302556,269013772,262144000,6107136,138176,156,0,0,0,0,0,2048,40598688,333780,40264908,6448,40828,129702580,264108356,31368,0,545052,2733004,137920,184,2870924,14376,30411152,31248380,31368,34156673340,34359738367,692700,0,0,1430112674.088126
88686552,63065336,25621216,0,63413288,0,1136708,64754340,163302556,269013772,262144000,6107136,138176,160,0,0,0,0,0,2048,40598688,333780,40264908,6448,40828,129702956,264108356,31368,0,544860,2733004,137920,184,2870924,14376,30411152,31248380,31368,34156673340,34359738367,692700,0,0,1430112675.102049
88686552,63065336,25621216,0,63413288,0,1136708,64754344,163302556,269013772,262144000,6107136,138176,168,0,0,0,0,0,2048,40598692,333780,40264912,6448,40828,129702956,264108356,31368,0,544860,2733004,137920,184,2870924,14376,30411152,31248380,31368,34156673340,34359738367,692700,0,0,1430112676.11599
88686556,63065336,25621220,0,63413288,0,1136708,64754364,163302556,269013772,262144000,6107136,138176,188,0,0,0,0,0,2048,40598708,333780,40264928,6448,40828,129702956,264108356,31368,0,544860,2733004,137920,184,2870924,14376,30411152,31248380,31368,34156673340,34359738367,692700,0,0,1430112677.129966
88686560,63065336,25621224,0,63413288,0,1136708,64754364,163302556,269013772,262144000,6107136,138176,152,0,0,0,0,0,2048,40598720,333780,40264940,6448,40828,129703080,264108356,31368,0,544860,2733004,137920,184,2870924,14376,30411152,31248380,31368,34156673340,34359738367,692700,0,0,1430112678.143947
88686560,63065336,25621224,0,63413288,0,1136708,64754364,163302556,269013772,262144000,6107136,138176,152,0,0,0,0,0,2048,40598720,333780,40264940,6448,40828,129703080,264108356,31368,0,544860,2733004,137920,184,2870924,14376,30411152,31248380,31368,34156673340,34359738367,692700,0,0,1430112679.15789
88751480,63130256,25621224,0,63478284,0,1136708,64754364,163302556,269095696,262144000,6107136,138176,176,0,0,0,0,0,2048,40598720,333780,40264940,6448,40828,129638352,264108356,31368,0,544876,2733004,137920,184,2870924,14376,30411152,31248380,31368,34156673340,34359738367,692700,0,0,1430112680.171837
88801172,63179948,25621224,0,63527812,0,1136708,64754364,163302556,269144848,262144000,6107136,138176,172,0,0,0,0,0,2048,40598720,333780,40264940,6448,40828,129588384,264108356,31368,0,544880,2733004,137920,184,2870924,14376,30411152,31248380,31368,34156673340,34359738367,692700,0,0,1430112681.185885
88751708,63130484,25621224,0,63478516,0,1136708,64754364,163302556,269095696,262144000,6107136,138176,172,0,0,0,0,0,2048,40598720,333780,40264940,6448,40828,129638356,264108356,31368,0,544976,2733004,137920,184,2870924,14376,30411152,31248380,31368,34156673340,34359738367,692700,0,0,1430112682.200234
88702596,63081372,25621224,0,63429964,0,1136708,64754364,163302556,269046540,262144000,6107136,138176,172,0,0,0,0,0,2048,40598720,333780,40264940,6448,40828,129687088,264108356,31368,0,544880,2733004,137920,184,2870924,14376,30411152,31248380,31368,34156673340,34359738367,692700,0,0,1430112683.214091
88708816,63087588,25621228,0,63435384,0,1136708,64754388,163302556,269046540,262144000,6107136,138176,196,0,0,0,0,0,2048,40598740,333780,40264960,6448,40828,129681384,264108356,31368,0,544880,2733008,137920,184,2870928,14376,30411152,31248380,31368,34156673340,34359738367,692700,0,0,1430112684.227958
88714180,63092952,25621228,0,63441132,0,1136708,64754388,163302556,269046540,262144000,6107136,138176,196,0,0,0,0,0,2048,40598740,333780,40264960,6448,40828,129675556,264108356,31368,0,544880,2733008,137920,184,2870928,14376,30411152,31248380,31368,34156673340,34359738367,692700,0,0,1430112685.241893
88818408,63197180,25621228,0,63545268,0,1136708,64754388,163302556,269144852,262144000,6107136,138176,196,0,0,0,0,0,2048,40598740,333780,40264960,6448,40828,129572388,264108356,31368,0,545064,2733008,137920,184,2870928,14376,30411152,31248380,31368,34156673340,34359738367,692700,0,0,1430112686.252102
88725728,63104500,25621228,0,63452532,0,1136708,64754388,163302556,269046540,262144000,6107136,138176,196,0,0,0,0,0,2048,40598740,333780,40264960,6448,40828,129664148,264108356,31368,0,544880,2733008,137920,184,2870928,14376,30411152,31248380,31368,34156673340,34359738367,692700,0,0,1430112687.266047
88744776,63123548,25621228,0,63471524,0,1136708,64754388,163302556,269046540,262144000,6107136,138176,88,0,0,0,0,0,2048,40598740,333780,40264960,6448,40828,129645540,264108356,31368,0,544884,2733008,137920,184,2870928,14376,30411152,31248380,31368,34156673340,34359738367,692700,0,0,1430112688.279937
88758096,63136868,25621228,0,63484944,0,1136708,64754388,163302556,269046540,262144000,6107136,138176,88,0,0,0,0,0,2048,40598740,333780,40264960,6448,40828,129632024,264108356,31368,0,544900,2733008,137920,184,2870928,14376,30411152,31248380,31368,34156673340,34359738367,692700,0,0,1430112689.293869
88764260,63143028,25621232,0,63491088,0,1136708,64754412,163302556,269046540,262144000,6107136,138176,116,0,0,0,0,0,2048,40598740,333780,40264960,6448,40828,129626204,264108356,31368,0,544900,2733008,137920,184,2870928,14376,30411152,31248380,31368,34156673340,34359738367,692700,0,0,1430112690.304357
88770712,63149480,25621232,0,63497756,0,1136708,64754412,163302556,269046540,262144000,6107136,138176,144,0,0,0,0,0,2048,40598740,333780,40264960,6448,40828,129620376,264108356,31368,0,544900,2733008,137920,184,2870928,14376,30411152,31248380,31368,34156673340,34359738367,692700,0,0,1430112691.318338
88776872,63155640,25621232,0,63503872,0,1136708,64754412,163302556,269046540,262144000,6107136,138176,144,0,0,0,0,0,2048,40598740,333780,40264960,6448,40828,129613680,264108356,31368,0,544900,2733008,137920,184,2870928,14376,30411152,31248380,31368,34156673340,34359738367,692700,0,0,1430112692.332381
88831804,63210572,25621232,0,63558884,0,1136708,64754412,163302556,269095696,262144000,6107136,138176,144,0,0,0,0,0,2048,40598740,333780,40264960,6448,40828,129559120,264108356,31368,0,544900,2733008,137920,184,2870928,14376,30411152,31248380,31368,34156673340,34359738367,692700,0,0,1430112693.346358
88789200,63167964,25621236,0,63516112,0,1136708,64754412,163302556,269046540,262144000,6107136,138176,148,0,0,0,0,0,2048,40598756,333780,40264976,6448,40828,129601156,264108356,31368,0,545168,2733008,137920,184,2870928,14376,30411152,31248380,31368,34156673340,34359738367,692700,0,0,1430112694.360523
88874532,63253296,25621236,0,63602064,0,1136708,64754412,163302556,269126356,262144000,6107136,138176,148,0,0,0,0,0,2048,40598756,333780,40264976,6448,40828,129516340,264108356,31368,0,545004,2733008,137920,184,2870928,14376,30411152,31248380,31368,34156673340,34359738367,692700,0,0,1430112695.374497
88979268,63358032,25621236,0,63706524,0,1136708,64754456,163302556,269224664,262144000,6107136,138176,192,0,0,0,0,0,2048,40598756,333780,40264976,6448,40828,129410816,264108356,31368,0,545144,2733008,137920,184,2870928,14376,30411152,31248380,31368,34156673340,34359738367,692700,0,0,1430112696.387678
88937724,63316488,25621236,0,63664072,0,1136708,64754456,163302556,269175512,262144000,6107136,138176,192,0,0,0,0,0,2048,40598756,333780,40264976,6448,40828,129453224,264108356,31368,0,545168,2733008,137920,184,2870928,14376,30411152,31248380,31368,34156673340,34359738367,692700,0,0,1430112697.399818
88943932,63322692,25621240,0,63670456,0,1136708,64754456,163302556,269175512,262144000,6107136,138176,192,0,0,0,0,0,2048,40598776,333780,40264996,6448,40828,129446900,264108356,31368,0,545180,2733008,137920,184,2870928,14376,30411152,31248380,31368,34156673340,34359738367,692700,4,0,1430112698.411761
88951840,63330600,25621240,0,63679212,0,1136708,64754456,163302556,269175512,262144000,6107136,138176,196,0,0,0,0,0,2048,40598776,333780,40264996,6448,40828,129438840,264108356,31368,0,545180,2733008,137920,184,2870928,14376,30411152,31248380,31368,34156673340,34359738367,692700,0,0,1430112699.423687
88960240,63339000,25621240,0,63687600,0,1136708,64754456,163302556,269175512,262144000,6107136,138176,200,0,0,0,0,0,2048,40598776,333780,40264996,6448,40828,129430532,264108356,31368,0,545180,2733008,137920,184,2870928,14376,30411152,31248380,31368,34156673340,34359738367,692700,0,0,1430112700.435611
88968528,63347288,25621240,0,63695900,0,1136708,64754456,163302556,269175512,262144000,6107136,138176,164,0,0,0,0,0,2048,40598776,333780,40264996,6448,40828,129422112,264108356,31368,0,545180,2733008,137920,184,2870928,14376,30411152,31248380,31368,34156673340,34359738367,692700,0,0,1430112701.447505
89076116,63454876,25621240,0,63802732,0,1136708,64754456,163302556,269273820,262144000,6107136,138176,116,0,0,0,0,0,2048,40598776,333780,40264996,6448,40828,129314852,264108356,31368,0,545416,2733008,137920,184,2870928,14376,30411152,31248380,31368,34156673340,34359738367,692700,0,0,1430112702.459439
88986360,63365120,25621240,0,63712900,0,1136708,64754456,163302556,269175512,262144000,6107136,138176,128,0,0,0,0,0,2048,40598776,333780,40264996,6448,40828,129405128,264108356,31368,0,545184,2733008,137920,184,2870928,14376,30411152,31248380,31368,34156673340,34359738367,692700,0,0,1430112703.471727
88994536,63373296,25621240,0,63721128,0,1136708,64754484,163302556,269175512,262144000,6107136,138176,160,0,0,0,0,0,2048,40598780,333780,40265000,6448,40828,129396820,264108356,31368,0,545184,2733008,137920,184,2870928,14376,30411152,31248380,31368,34156673340,34359738367,692700,0,0,1430112704.483615
89002888,63381640,25621248,0,63729480,0,1136708,64754484,163302556,269175512,262144000,6107136,138176,164,0,0,0,0,0,2048,40598796,333780,40265016,6448,40828,129388268,264108356,31368,0,545184,2733008,137920,184,2870928,14376,30411152,31248380,31368,34156673340,34359738367,692700,0,0,1430112705.495512
